SR Number,Status,Sub Status
1-738153815,Accepted,In Progress
1-738153815,Accepted,Wait - User
1-738153815,Accepted,In Progress
1-738153815,Accepted,Wait - User
1-738153815,Accepted,In Progress
1-738153815,Accepted,Wait - User
1-738153815,Accepted,In Progress
1-738153815,Completed,Resolved
1-738153815,Completed,Closed
1-738154923,Accepted,In Progress
1-738154923,Accepted,In Progress
1-738154923,Completed,Resolved
1-738154923,Completed,Closed
1-738154971,Accepted,In Progress
1-738154971,Accepted,In Progress
1-738154971,Queued,Awaiting Assignment
1-738154971,Accepted,In Progress
1-738154971,Completed,Resolved
1-738154971,Completed,Closed
1-738154981,Accepted,In Progress
1-738154981,Accepted,In Progress
1-738154981,Queued,Awaiting Assignment
1-738154981,Accepted,In Progress
1-738154981,Queued,Awaiting Assignment
1-738154981,Accepted,In Progress
1-738154981,Completed,Resolved
1-738154981,Completed,Closed
1-738155009,Accepted,In Progress
1-738155009,Accepted,In Progress
1-738155009,Completed,Resolved
1-738155009,Completed,Closed
1-738155134,Accepted,In Progress
1-738155134,Accepted,In Progress
1-738155134,Queued,Awaiting Assignment
1-738155134,Accepted,In Progress
1-738155134,Queued,Awaiting Assignment
1-738155134,Accepted,In Progress
1-738155134,Completed,Resolved
1-738155134,Completed,Closed
1-738155192,Accepted,In Progress
1-738155192,Accepted,In Progress
1-738155192,Completed,Resolved
1-738155192,Completed,Closed
1-738155318,Accepted,In Progress
1-738155318,Accepted,In Progress
1-738155318,Completed,Resolved
1-738155318,Completed,Closed
1-738155344,Accepted,In Progress
1-738155344,Accepted,In Progress
1-738155344,Completed,Resolved
1-738155344,Completed,Closed
1-738155391,Accepted,In Progress
1-738155391,Accepted,In Progress
1-738155391,Queued,Awaiting Assignment
1-738155391,Accepted,In Progress
1-738155391,Completed,Resolved
1-738155391,Completed,Closed
1-738155674,Accepted,In Progress
1-738155674,Accepted,In Progress
1-738155674,Queued,Awaiting Assignment
1-738155674,Accepted,In Progress
1-738155674,Accepted,Assigned
1-738155674,Accepted,In Progress
1-738155674,Queued,Awaiting Assignment
1-738155674,Accepted,In Progress
1-738155674,Completed,Resolved
1-738155674,Completed,Closed
1-738155853,Accepted,In Progress
1-738155853,Accepted,In Progress
1-738155853,Completed,In Call
1-738155863,Accepted,In Progress
1-738155863,Accepted,In Progress
1-738155863,Queued,Awaiting Assignment
1-738155863,Accepted,In Progress
1-738155863,Completed,Resolved
1-738155863,Completed,Closed
1-738156022,Accepted,In Progress
1-738156022,Accepted,In Progress
1-738156022,Completed,In Call
1-738156121,Accepted,In Progress
1-738156121,Accepted,In Progress
1-738156121,Queued,Awaiting Assignment
1-738156121,Accepted,In Progress
1-738156121,Completed,Resolved
1-738156121,Completed,Closed
1-738156121,Accepted,In Progress
1-738156121,Completed,Resolved
1-738156121,Completed,Closed
1-738156181,Accepted,In Progress
1-738156181,Accepted,In Progress
1-738156181,Completed,In Call
1-738156214,Accepted,In Progress
1-738156214,Accepted,In Progress
1-738156214,Accepted,Wait - Vendor
1-738156214,Completed,Resolved
1-738156214,Completed,Closed
1-738156251,Accepted,In Progress
1-738156251,Accepted,In Progress
1-738156251,Completed,Resolved
1-738156251,Completed,Closed
1-738156263,Accepted,In Progress
1-738156263,Accepted,In Progress
1-738156263,Completed,In Call
1-738156273,Accepted,In Progress
1-738156273,Accepted,In Progress
1-738156273,Completed,Resolved
1-738156273,Completed,Closed
1-738156462,Accepted,In Progress
1-738156462,Accepted,In Progress
1-738156462,Completed,In Call
1-738156552,Accepted,In Progress
1-738156552,Accepted,In Progress
1-738156552,Completed,In Call
1-738156752,Accepted,In Progress
1-738156752,Accepted,In Progress
1-738156752,Queued,Awaiting Assignment
1-738156752,Accepted,In Progress
1-738156752,Queued,Awaiting Assignment
1-738156752,Queued,Awaiting Assignment
1-738156752,Accepted,In Progress
1-738156752,Accepted,Assigned
1-738156752,Accepted,In Progress
1-738156752,Accepted,Assigned
1-738156752,Accepted,In Progress
1-738156752,Accepted,Wait - User
1-738156752,Completed,Resolved
1-738156752,Completed,Closed
1-738156778,Accepted,Wait - User
1-738156778,Accepted,Wait - User
1-738156778,Queued,Awaiting Assignment
1-738156778,Accepted,In Progress
1-738156778,Accepted,Wait - User
1-738156778,Accepted,In Progress
1-738156778,Queued,Awaiting Assignment
1-738156778,Accepted,In Progress
1-738156778,Accepted,Assigned
1-738156778,Accepted,In Progress
1-738156778,Accepted,Wait - User
1-738156778,Completed,Resolved
1-738156778,Completed,Closed
1-738156937,Accepted,In Progress
1-738156937,Accepted,In Progress
1-738156937,Queued,Awaiting Assignment
1-738156937,Accepted,In Progress
1-738156937,Completed,Resolved
1-738156937,Completed,Closed
1-738156956,Accepted,In Progress
1-738156956,Accepted,In Progress
1-738156956,Queued,Awaiting Assignment
1-738156956,Accepted,In Progress
1-738156956,Accepted,Wait - User
1-738156956,Completed,Resolved
1-738156956,Completed,Closed
1-738157101,Accepted,In Progress
1-738157101,Accepted,In Progress
1-738157101,Accepted,Wait
1-738157101,Queued,Awaiting Assignment
1-738157101,Accepted,In Progress
1-738157101,Completed,Resolved
1-738157101,Completed,Closed
1-738157275,Accepted,In Progress
1-738157275,Accepted,In Progress
1-738157275,Queued,Awaiting Assignment
1-738157275,Accepted,In Progress
1-738157275,Accepted,Wait - Implementation
1-738157275,Accepted,Wait - User
1-738157275,Accepted,In Progress
1-738157275,Accepted,Wait - User
1-738157275,Accepted,In Progress
1-738157275,Completed,Resolved
1-738157275,Completed,Closed
1-738157291,Accepted,In Progress
1-738157291,Accepted,In Progress
1-738157291,Completed,Resolved
1-738157291,Completed,Closed
1-738157396,Accepted,In Progress
1-738157396,Accepted,In Progress
1-738157396,Completed,Resolved
1-738157396,Completed,Closed
1-738157446,Accepted,In Progress
1-738157446,Accepted,In Progress
1-738157446,Queued,Awaiting Assignment
1-738157446,Accepted,In Progress
1-738157446,Accepted,Assigned
1-738157446,Accepted,In Progress
1-738157446,Completed,Resolved
1-738157446,Completed,Closed
1-738157747,Accepted,In Progress
1-738157747,Accepted,In Progress
1-738157747,Accepted,Wait
1-738157747,Accepted,Wait - User
1-738157747,Accepted,In Progress
1-738157747,Completed,In Call
1-738157834,Accepted,In Progress
1-738157834,Accepted,Wait - User
1-738157834,Accepted,Wait - User
1-738157834,Accepted,In Progress
1-738157834,Completed,Resolved
1-738157834,Completed,Closed
1-738157901,Accepted,In Progress
1-738157901,Accepted,In Progress
1-738157901,Queued,Awaiting Assignment
1-738157901,Accepted,In Progress
1-738157901,Queued,Awaiting Assignment
1-738157901,Accepted,In Progress
1-738157901,Accepted,Wait - User
1-738157901,Accepted,Assigned
1-738157901,Accepted,In Progress
1-738157901,Accepted,Wait - User
1-738157901,Completed,Resolved
1-738157901,Completed,Closed
1-738157925,Accepted,In Progress
1-738157925,Accepted,In Progress
1-738157925,Queued,Awaiting Assignment
1-738157925,Accepted,In Progress
1-738157925,Accepted,Assigned
1-738157925,Accepted,In Progress
1-738157925,Accepted,Wait - Vendor
1-738157925,Completed,Resolved
1-738157925,Completed,Closed
1-738157938,Accepted,In Progress
1-738157938,Accepted,In Progress
1-738157938,Accepted,In Progress
1-738157938,Queued,Awaiting Assignment
1-738157938,Queued,Awaiting Assignment
1-738157938,Accepted,In Progress
1-738157938,Completed,Resolved
1-738157938,Completed,Closed
1-738157999,Accepted,In Progress
1-738157999,Accepted,In Progress
1-738157999,Accepted,Wait - User
1-738157999,Completed,Resolved
1-738157999,Completed,Closed
1-738158129,Accepted,In Progress
1-738158129,Accepted,In Progress
1-738158129,Completed,In Call
1-738161973,Accepted,In Progress
1-738161973,Accepted,In Progress
1-738161973,Queued,Awaiting Assignment
1-738161973,Accepted,In Progress
1-738161973,Accepted,Wait - User
1-738161973,Completed,Resolved
1-738161973,Completed,Closed
1-738162028,Accepted,In Progress
1-738162028,Accepted,In Progress
1-738162028,Completed,In Call
1-738162073,Accepted,In Progress
1-738162073,Accepted,In Progress
1-738162073,Completed,Resolved
1-738162073,Accepted,In Progress
1-738162073,Completed,Resolved
1-738162073,Queued,Awaiting Assignment
1-738162073,Accepted,In Progress
1-738162073,Completed,Resolved
1-738162073,Completed,Closed
1-738162101,Accepted,In Progress
1-738162101,Accepted,In Progress
1-738162101,Accepted,Wait - User
1-738162101,Accepted,In Progress
1-738162101,Completed,Resolved
1-738162101,Completed,Closed
1-738162118,Accepted,In Progress
1-738162118,Accepted,In Progress
1-738162118,Queued,Awaiting Assignment
1-738162118,Accepted,In Progress
1-738162118,Completed,Resolved
1-738162118,Completed,Closed
1-738162150,Accepted,In Progress
1-738162150,Accepted,In Progress
1-738162150,Queued,Awaiting Assignment
1-738162150,Queued,Awaiting Assignment
1-738162150,Accepted,In Progress
1-738162150,Accepted,Wait - Vendor
1-738162150,Completed,Resolved
1-738162150,Completed,Closed
1-738162172,Accepted,In Progress
1-738162172,Accepted,In Progress
1-738162172,Completed,In Call
1-738162209,Accepted,In Progress
1-738162209,Accepted,In Progress
1-738162209,Queued,Awaiting Assignment
1-738162209,Accepted,In Progress
1-738162209,Accepted,Assigned
1-738162209,Accepted,In Progress
1-738162209,Accepted,Wait - User
1-738162209,Accepted,In Progress
1-738162209,Completed,Resolved
1-738162209,Completed,Closed
1-738162310,Accepted,In Progress
1-738162310,Accepted,In Progress
1-738162310,Queued,Awaiting Assignment
1-738162310,Accepted,In Progress
1-738162310,Queued,Awaiting Assignment
1-738162310,Accepted,In Progress
1-738162310,Completed,Resolved
1-738162310,Completed,Closed
1-738162461,Accepted,In Progress
1-738162461,Accepted,In Progress
1-738162461,Queued,Awaiting Assignment
1-738162461,Accepted,In Progress
1-738162461,Completed,Resolved
1-738162461,Completed,Closed
1-738162558,Accepted,In Progress
1-738162558,Accepted,In Progress
1-738162558,Completed,In Call
1-738162699,Accepted,In Progress
1-738162699,Accepted,In Progress
1-738162699,Queued,Awaiting Assignment
1-738162699,Accepted,In Progress
1-738162699,Accepted,Wait - User
1-738162699,Completed,Resolved
1-738162699,Completed,Closed
1-738162756,Accepted,In Progress
1-738162756,Accepted,In Progress
1-738162756,Completed,In Call
1-738162803,Accepted,In Progress
1-738162803,Accepted,In Progress
1-738162803,Completed,In Call
1-738162969,Accepted,In Progress
1-738162969,Accepted,In Progress
1-738162969,Queued,Awaiting Assignment
1-738162969,Accepted,In Progress
1-738162969,Completed,Resolved
1-738162969,Completed,Closed
1-738163053,Accepted,In Progress
1-738163053,Accepted,In Progress
1-738163053,Queued,Awaiting Assignment
1-738163053,Accepted,In Progress
1-738163053,Accepted,Wait - User
1-738163053,Completed,Resolved
1-738163053,Completed,Closed
1-738163074,Accepted,In Progress
1-738163074,Accepted,In Progress
1-738163074,Queued,Awaiting Assignment
1-738163074,Accepted,In Progress
1-738163074,Completed,Resolved
1-738163074,Completed,Closed
1-738163099,Accepted,In Progress
1-738163099,Accepted,In Progress
1-738163099,Completed,In Call
1-738163127,Accepted,In Progress
1-738163127,Accepted,In Progress
1-738163127,Completed,In Call
1-738163145,Accepted,In Progress
1-738163145,Accepted,In Progress
1-738163145,Completed,In Call
1-738163259,Accepted,In Progress
1-738163259,Accepted,In Progress
1-738163259,Completed,In Call
1-738163385,Accepted,In Progress
1-738163385,Accepted,In Progress
1-738163385,Queued,Awaiting Assignment
1-738163385,Accepted,In Progress
1-738163385,Accepted,In Progress
1-738163385,Queued,Awaiting Assignment
1-738163385,Accepted,In Progress
1-738163385,Accepted,Assigned
1-738163385,Accepted,In Progress
1-738163385,Queued,Awaiting Assignment
1-738163385,Accepted,In Progress
1-738163385,Queued,Awaiting Assignment
1-738163385,Accepted,In Progress
1-738163385,Accepted,Wait - User
1-738163385,Accepted,Wait - User
1-738163385,Accepted,In Progress
1-738163385,Completed,Resolved
1-738163385,Completed,Closed
1-738163420,Accepted,In Progress
1-738163420,Accepted,In Progress
1-738163420,Completed,In Call
1-738163451,Accepted,In Progress
1-738163451,Accepted,In Progress
1-738163451,Completed,In Call
1-738163471,Accepted,In Progress
1-738163471,Accepted,In Progress
1-738163471,Completed,In Call
1-738163587,Accepted,In Progress
1-738163587,Accepted,In Progress
1-738163587,Accepted,Wait - User
1-738163587,Accepted,In Progress
1-738163587,Completed,In Call
1-738163587,Completed,In Call
1-738163587,Accepted,In Progress
1-738163587,Accepted,Wait - User
1-738163587,Completed,Resolved
1-738163587,Completed,Closed
1-738163862,Accepted,In Progress
1-738163862,Accepted,In Progress
1-738163862,Completed,Resolved
1-738163862,Accepted,In Progress
1-738163862,Completed,Resolved
1-738163862,Completed,Closed
1-738163892,Accepted,In Progress
1-738163892,Accepted,In Progress
1-738163892,Queued,Awaiting Assignment
1-738163892,Accepted,In Progress
1-738163892,Accepted,In Progress
1-738163892,Queued,Awaiting Assignment
1-738163892,Accepted,In Progress
1-738163892,Accepted,Assigned
1-738163892,Accepted,In Progress
1-738163892,Completed,Resolved
1-738163892,Completed,Closed
1-738165006,Accepted,In Progress
1-738165006,Accepted,In Progress
1-738165006,Completed,In Call
1-738165149,Accepted,In Progress
1-738165149,Accepted,In Progress
1-738165149,Completed,In Call
1-738165181,Accepted,In Progress
1-738165181,Accepted,In Progress
1-738165181,Queued,Awaiting Assignment
1-738165181,Accepted,In Progress
1-738165181,Accepted,Wait
1-738165181,Accepted,In Progress
1-738165181,Queued,Awaiting Assignment
1-738165181,Accepted,In Progress
1-738165181,Accepted,Wait - User
1-738165181,Accepted,In Progress
1-738165181,Queued,Awaiting Assignment
1-738165181,Accepted,In Progress
1-738165181,Queued,Awaiting Assignment
1-738165181,Accepted,In Progress
1-738165181,Accepted,Wait - User
1-738165181,Accepted,In Progress
1-738165181,Completed,Resolved
1-738165181,Completed,Closed
1-738165279,Accepted,In Progress
1-738165279,Accepted,In Progress
1-738165279,Queued,Awaiting Assignment
1-738165279,Accepted,In Progress
1-738165279,Completed,Resolved
1-738165279,Completed,Closed
1-738165770,Accepted,In Progress
1-738165770,Accepted,In Progress
1-738165770,Completed,In Call
1-738165808,Accepted,In Progress
1-738165808,Accepted,In Progress
1-738165808,Completed,In Call
1-738165888,Accepted,In Progress
1-738165888,Accepted,In Progress
1-738165888,Completed,In Call
1-738165888,Completed,In Call
1-738165888,Accepted,In Progress
1-738165888,Queued,Awaiting Assignment
1-738165888,Accepted,In Progress
1-738165888,Completed,Resolved
1-738165888,Completed,Closed
1-738166908,Accepted,In Progress
1-738166908,Accepted,In Progress
1-738166908,Queued,Awaiting Assignment
1-738166908,Accepted,In Progress
1-738166908,Queued,Awaiting Assignment
1-738166908,Accepted,In Progress
1-738166908,Accepted,Wait - User
1-738166908,Completed,Resolved
1-738166908,Completed,Closed
1-738166922,Accepted,In Progress
1-738166922,Accepted,In Progress
1-738166922,Completed,In Call
1-738167039,Accepted,In Progress
1-738167039,Accepted,In Progress
1-738167039,Completed,Resolved
1-738167039,Completed,Closed
1-738167133,Accepted,In Progress
1-738167133,Accepted,In Progress
1-738167133,Completed,In Call
